1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1713|2018011501|15/01/2018|20:45|16/01/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|16/01/2018|01:45|16/01/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|15/01/2018|20:45|15/01/2018|15:45|15/01/2018|15:45||15/01/2018|07:30|1501|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5815|2018011504|15/01/2018|13:17|15/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|15/01/2018|20:00|15/01/2018|21:25||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|28|7|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5815|2018011504|15/01/2018|13:17|15/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|15/01/2018|20:00|15/01/2018|21:25||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5815|2018011504|15/01/2018|13:17|15/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|15/01/2018|20:00|15/01/2018|21:25||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5815|2018011504|15/01/2018|13:17|15/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|15/01/2018|20:00|15/01/2018|21:25||4|86140-0KA70-00|RECEIVER ASSY  RADIO & DISPLAY|H704|A4.SA- R11|4|4|1|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5815|2018011504|15/01/2018|13:17|15/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|15/01/2018|20:00|15/01/2018|21:25||5|86100-0K213-00|RECEIVER ASSY  RADIO & NAVIGATION|U804|A5.SA- R10|4|4|1|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5815|2018011504|15/01/2018|13:17|15/01/2018|20:00|PPA1|16|CD16|02|||||||||||||PPA1-16|722F-P-P1|15/01/2018|20:00|15/01/2018|21:25||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5816|2018011505|15/01/2018|13:17|15/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|15/01/2018|20:00|16/01/2018|01:08||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|24|6|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5816|2018011505|15/01/2018|13:17|15/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|15/01/2018|20:00|16/01/2018|01:08||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5816|2018011505|15/01/2018|13:17|15/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|15/01/2018|20:00|16/01/2018|01:08||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5816|2018011505|15/01/2018|13:17|15/01/2018|20:00|PPA1|20|CD16|02|||||||||||||PPA1-20|722F-P-P1|15/01/2018|20:00|16/01/2018|01:08||4|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||15/01/2018|13:17|15/01/2018|07:22|15/01/2018|07:22||12/01/2018|07:30|1501||||
