1|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0449|2018082401|24/08/2018|10:46|24/08/2018|20:19|KD02|02|KD02|02|||||||||||||||||24/08/2018|20:19||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|3|1|||24/08/2018|10:46|24/08/2018|05:53|24/08/2018|05:53||23/08/2018|07:30|2408||||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0449|2018082401|24/08/2018|10:46|24/08/2018|20:19|KD02|02|KD02|02|||||||||||||||||24/08/2018|20:19||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|33|11|||24/08/2018|10:46|24/08/2018|05:53|24/08/2018|05:53||23/08/2018|07:30|2408||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0514|2018082401|24/08/2018|23:03|25/08/2018|03:44|GD05|04|GD05|04|||||||||||||GD05-04||25/08/2018|03:44||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||24/08/2018|23:03|24/08/2018|17:03|24/08/2018|17:03||24/08/2018|07:30|2408|2|||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0514|2018082401|24/08/2018|23:03|25/08/2018|03:44|GD05|04|GD05|04|||||||||||||GD05-04||25/08/2018|03:44||||2|PC600-0D01G-00|MANUAL  OWNERS RADIO|29A6|BN   -  27|10|10|1|||24/08/2018|23:03|24/08/2018|17:03|24/08/2018|17:03||24/08/2018|07:30|2408|2|||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6854|2018082402|24/08/2018|04:15|24/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|24/08/2018|08:35|24/08/2018|10:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 02.|4|16|4|||24/08/2018|04:15|24/08/2018|00:05|24/08/2018|00:05||23/08/2018|07:30|2408||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6854|2018082402|24/08/2018|04:15|24/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|24/08/2018|08:35|24/08/2018|10:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A07|4|12|3||0|24/08/2018|04:15|24/08/2018|00:05|24/08/2018|00:05||23/08/2018|07:30|2408||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6854|2018082402|24/08/2018|04:15|24/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|24/08/2018|08:35|24/08/2018|10:33||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|16|4||0|24/08/2018|04:15|24/08/2018|00:05|24/08/2018|00:05||23/08/2018|07:30|2408||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6854|2018082402|24/08/2018|04:15|24/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|24/08/2018|08:35|24/08/2018|10:33||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||0|24/08/2018|04:15|24/08/2018|00:05|24/08/2018|00:05||23/08/2018|07:30|2408||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6512|2018082403|24/08/2018|15:34|24/08/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|24/08/2018|21:06|24/08/2018|23:16||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|40|10||F|24/08/2018|15:34|24/08/2018|09:39|24/08/2018|09:39||24/08/2018|07:30|2408||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B6512|2018082403|24/08/2018|15:34|24/08/2018|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|24/08/2018|21:06|24/08/2018|23:16||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||F|24/08/2018|15:34|24/08/2018|09:39|24/08/2018|09:39||24/08/2018|07:30|2408||||
