1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|OB|1|1P FTTLAOBA0401|2016042701|27/04/2016|08:35|27/04/2016|14:05|CD16|01|CD16|01|||||||||||||CD16-01||27/04/2016|14:05||||1|PZ071-00A39-1C|RECEIVER ASSY  RADIO|J742|A4.SA- R11|4|24|6|||27/04/2016|08:35|27/04/2016|02:35|27/04/2016|02:35||26/04/2016|07:30|2704|||
2|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|OB|1|1P FTTLAOBA0401|2016042701|27/04/2016|08:35|27/04/2016|14:05|CD16|01|CD16|01|||||||||||||CD16-01||27/04/2016|14:05||||2|PC600-0K01G-00|MANUAL OWNERS|J743|O3.SI- R07|10|20|2|||27/04/2016|08:35|27/04/2016|02:35|27/04/2016|02:35||26/04/2016|07:30|2704|||
3|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3520|2016042704|27/04/2016|14:47|27/04/2016|21:50|PSA|27|SD10|02|||||||||||||PSA-27|722B-S-S1|27/04/2016|21:50|28/04/2016|01:27||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|32|8||7|27/04/2016|14:47|27/04/2016|10:37|27/04/2016|10:37||27/04/2016|07:30|2704|||
4|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3520|2016042704|27/04/2016|14:47|27/04/2016|21:50|PSA|27|SD10|02|||||||||||||PSA-27|722B-S-S1|27/04/2016|21:50|28/04/2016|01:27||2|86120-0KA40-00|RECEIVER ASSY RADIO|A795|B    - 04.|4|12|3||7|27/04/2016|14:47|27/04/2016|10:37|27/04/2016|10:37||27/04/2016|07:30|2704|||
5|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3520|2016042704|27/04/2016|14:47|27/04/2016|21:50|PSA|27|SD10|02|||||||||||||PSA-27|722B-S-S1|27/04/2016|21:50|28/04/2016|01:27||3|86120-0KA50-00|RECEIVER ASSY RADIO|A796|B    - 04.|4|4|1||7|27/04/2016|14:47|27/04/2016|10:37|27/04/2016|10:37||27/04/2016|07:30|2704|||
6|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3520|2016042704|27/04/2016|14:47|27/04/2016|21:50|PSA|27|SD10|02|||||||||||||PSA-27|722B-S-S1|27/04/2016|21:50|28/04/2016|01:27||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 04.|4|4|1||7|27/04/2016|14:47|27/04/2016|10:37|27/04/2016|10:37||27/04/2016|07:30|2704|||
7|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3520|2016042704|27/04/2016|14:47|27/04/2016|21:50|PSA|27|SD10|02|||||||||||||PSA-27|722B-S-S1|27/04/2016|21:50|28/04/2016|01:27||5|86100-0K141-00|RECEIVER ASSY RADIO & NAVIGATION|D594|C    - 08.|4|20|5||7|27/04/2016|14:47|27/04/2016|10:37|27/04/2016|10:37||27/04/2016|07:30|2704|||
8|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3520|2016042704|27/04/2016|14:47|27/04/2016|21:50|PSA|27|SD10|02|||||||||||||PSA-27|722B-S-S1|27/04/2016|21:50|28/04/2016|01:27||6|86120-0KA20-00|RECEIVER ASSY RADIO|A794|C    - 08.|4|16|4||7|27/04/2016|14:47|27/04/2016|10:37|27/04/2016|10:37||27/04/2016|07:30|2704|||
9|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B3520|2016042704|27/04/2016|14:47|27/04/2016|21:50|PSA|27|SD10|02|||||||||||||PSA-27|722B-S-S1|27/04/2016|21:50|28/04/2016|01:27||7|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 08.|4|8|2||7|27/04/2016|14:47|27/04/2016|10:37|27/04/2016|10:37||27/04/2016|07:30|2704|||
10|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B3220|2016042705|27/04/2016|08:35|27/04/2016|14:05|PPA1|20|CD16|01|||||||||||||PPA1-20|722F-P-P1|27/04/2016|14:05|27/04/2016|19:55||1|86100-0K141-00|RECEIVER ASSY  RADIO & NAVIGATION|I874|A4.SA- R11|4|4|1||3|27/04/2016|08:35|27/04/2016|02:35|27/04/2016|02:35||26/04/2016|07:30|2704|||
