1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1731|2018020701|07/02/2018|20:45|08/02/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|08/02/2018|01:45|08/02/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|T1-09-C4|10|10|1||F|07/02/2018|20:45|07/02/2018|15:45|07/02/2018|15:45||07/02/2018|07:30|0702|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0309|2018020701|07/02/2018|05:07|07/02/2018|10:05|KD03|01|KD03|01|||||||||||||||||07/02/2018|10:05||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|3|1|||07/02/2018|05:07|07/02/2018|00:14|07/02/2018|00:14||06/02/2018|07:30|0702||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0309|2018020701|07/02/2018|05:07|07/02/2018|10:05|KD03|01|KD03|01|||||||||||||||||07/02/2018|10:05||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|42|14|||07/02/2018|05:07|07/02/2018|00:14|07/02/2018|00:14||06/02/2018|07:30|0702||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0299|2018020702|07/02/2018|13:24|07/02/2018|20:53|GD05|03|GD05|03|||||||||||||GD05-03||07/02/2018|20:53||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|3|1|||07/02/2018|13:24|07/02/2018|07:24|07/02/2018|07:24||06/02/2018|07:30|0702||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|60|15|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||4|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||6|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||7|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5918|2018020703|07/02/2018|15:31|07/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|07/02/2018|21:00|07/02/2018|22:51||8|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|8|2|||07/02/2018|15:31|07/02/2018|09:36|07/02/2018|09:36||07/02/2018|07:30|0702||||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6025|2018020703|07/02/2018|04:52|07/02/2018|10:20|PSA|09|SD11|02|||||||||||||PSA-09|722B-S-S1|07/02/2018|10:20|07/02/2018|13:46||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|28|7|||07/02/2018|04:52|07/02/2018|00:42|07/02/2018|00:42||06/02/2018|07:30|0702||||
