1|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3245|2022121501|14/12/2022|20:48|15/12/2022|03:45|PG2|12|GD04|04|||||||||||||PG2-12|722C-G-G2|15/12/2022|03:45|15/12/2022|13:21||1|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|120|12|||14/12/2022|20:48|14/12/2022|01:48|14/12/2022|01:48||13/12/2022|07:30|1512||||
2|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|P|BANPHO|OP|1|1P FTTL1OPA0945|2022121501|12/12/2022|00:00|15/12/2022|13:30|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|30|6|||15/12/2022|13:30|14/12/2022|17:00|14/12/2022|17:00||12/12/2022|17:01|||||
3|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|S|SAMRONG|OS|1|1S FTTL1OSA1606|2022121501|12/12/2022|00:00|15/12/2022|10:20|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|25|5|||15/12/2022|10:20|14/12/2022|17:00|14/12/2022|17:00||12/12/2022|17:01|||||
4|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1687|2022121501|12/12/2022|00:00|15/12/2022|10:30|-|-||||||||||||||||||||||1|P2600-0D004-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|9|3|||15/12/2022|10:30|14/12/2022|17:00|14/12/2022|17:00||12/12/2022|17:01|||||
5|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1687|2022121501|12/12/2022|00:00|15/12/2022|10:30|-|-||||||||||||||||||||||2|P2600-0D007-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|21|7|||15/12/2022|10:30|14/12/2022|17:00|14/12/2022|17:00||12/12/2022|17:01|||||
6|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3246|2022121502|15/12/2022|13:07|15/12/2022|21:24|PG2|30|GD04|03|||||||||||||PG2-30|722C-G-G2|15/12/2022|21:24|16/12/2022|01:21||1|P2600-0D003-00|MANUAL  OWNERS(RADIO)|4A74|ZC   -   9|30|30|1|||15/12/2022|13:07|14/12/2022|18:07|14/12/2022|18:07||14/12/2022|07:30|1512||||
7|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3246|2022121502|15/12/2022|13:07|15/12/2022|21:24|PG2|30|GD04|03|||||||||||||PG2-30|722C-G-G2|15/12/2022|21:24|16/12/2022|01:21||2|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|120|12|||15/12/2022|13:07|14/12/2022|18:07|14/12/2022|18:07||14/12/2022|07:30|1512||||
8|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3246|2022121502|15/12/2022|13:07|15/12/2022|21:24|PG2|30|GD04|03|||||||||||||PG2-30|722C-G-G2|15/12/2022|21:24|16/12/2022|01:21||3|P2600-0D001-00|RECEIVER ASSY  RADIO & DISPLAY  E-DA|49A2|ZK   -  02|4|24|6|||15/12/2022|13:07|14/12/2022|18:07|14/12/2022|18:07||14/12/2022|07:30|1512||||
9|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3247|2022121601|15/12/2022|20:48|16/12/2022|03:45|PG2|12|GD04|04|||||||||||||PG2-12|722C-G-G2|16/12/2022|03:45|16/12/2022|13:21||1|PC5C2-BY001-00|TRANSCEIVER  TELEPHONE|7U62|ZI   -  12|10|120|12|||15/12/2022|20:48|15/12/2022|01:48|15/12/2022|01:48||14/12/2022|07:30|1612||||
10|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|P|BANPHO|OP|1|1P FTTL1OPA0946|2022121601|13/12/2022|00:00|16/12/2022|13:30|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|40|8|||16/12/2022|13:30|15/12/2022|17:00|15/12/2022|17:00||13/12/2022|17:01|||||
11|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|S|SAMRONG|OS|1|1S FTTL1OSA1607|2022121601|13/12/2022|00:00|16/12/2022|10:20|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|25|5|||16/12/2022|10:20|15/12/2022|17:00|15/12/2022|17:00||13/12/2022|17:01|||||
