1|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLBBNA0039|2016062101|21/06/2016|21:25|22/06/2016|01:00|PSF|22|EB01|03|||||||||||||PSF-22|722E-B-PK|22/06/2016|01:00|22/06/2016|02:25||1|86160-0K430-00|SPEAKER ASSY  RADIO|H660|M2-12-11|10|80|8||U|21/06/2016|21:25|21/06/2016|16:25|21/06/2016|16:25||21/06/2016|07:30|2106|||
2|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0080|2016062101|21/06/2016|09:35|21/06/2016|17:00|PXA|16|WB07|02|||||||||||||PXA-16|722C-G-XA|21/06/2016|17:00|21/06/2016|21:25||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518|C4-09-45|20|80|4||I|21/06/2016|09:35|21/06/2016|05:35|21/06/2016|05:35||20/06/2016|07:30|2106|||
3|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|G|GATEWAY|XA|1|1G FTTLBXAA0080|2016062101|21/06/2016|09:35|21/06/2016|17:00|PXA|16|WB07|02|||||||||||||PXA-16|722C-G-XA|21/06/2016|17:00|21/06/2016|21:25||2|86160-02B00-00|SPEAKER ASSY RADIO|K087|D2-10-21|10|300|30||2|21/06/2016|09:35|21/06/2016|05:35|21/06/2016|05:35||20/06/2016|07:30|2106|||
4|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4671|2016062104|21/06/2016|05:30|21/06/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|21/06/2016|08:25|21/06/2016|10:32||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|64|4|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
5|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4671|2016062104|21/06/2016|05:30|21/06/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|21/06/2016|08:25|21/06/2016|10:32||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - L07|16|32|2|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
6|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4671|2016062104|21/06/2016|05:30|21/06/2016|08:25|PSA|07|SB06|01|||||||||||||PSA-07|722B-S-S1|21/06/2016|08:25|21/06/2016|10:32||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - R07|16|32|2|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
7|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4672|2016062105|21/06/2016|05:30|21/06/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|21/06/2016|08:25|21/06/2016|12:30||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|128|8|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
8|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4672|2016062105|21/06/2016|05:30|21/06/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|21/06/2016|08:25|21/06/2016|12:30||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - L07|16|32|2|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
9|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4672|2016062105|21/06/2016|05:30|21/06/2016|08:25|PSA|09|SB06|01|||||||||||||PSA-09|722B-S-S1|21/06/2016|08:25|21/06/2016|12:30||3|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - R07|16|32|2|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
10|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4673|2016062106|21/06/2016|05:30|21/06/2016|08:25|PSA|11|SB06|01|||||||||||||PSA-11|722B-S-S1|21/06/2016|08:25|21/06/2016|13:27||1|86160-0K430-00|SPEAKER ASSY RADIO|D595|DO1. - R14|16|64|4|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
11|FTTL|B|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLBS1A4673|2016062106|21/06/2016|05:30|21/06/2016|08:25|PSA|11|SB06|01|||||||||||||PSA-11|722B-S-S1|21/06/2016|08:25|21/06/2016|13:27||2|86160-0K430-00|SPEAKER ASSY RADIO|D595|FN3. - L07|16|32|2|||21/06/2016|05:30|21/06/2016|01:20|21/06/2016|01:20||20/06/2016|07:30|2106|||
