1|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|Z1|1|1G FTTLAZ1A0146|2021062201|21/06/2021|20:50|22/06/2021|03:47|PZ1|09|WD17|01|||||||||||||PZ1-09|722C-G-XA|22/06/2021|03:47|22/06/2021|13:46||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518||20|80|4|||21/06/2021|20:50|21/06/2021|18:30|21/06/2021|18:30||21/06/2021|07:30|2206|||SN1|
13|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7250|2021062301|22/06/2021|10:11|22/06/2021|13:30|PSG|01|ED40|01|||||||||||||PSG-01|722E-B-PK|22/06/2021|13:30|23/06/2021|07:30||3|86140-0KF90-00|RECEIVER ASSY  RADIO & DISPLAY|M680||2|2|1|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
14|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7250|2021062301|22/06/2021|10:11|22/06/2021|13:30|PSG|01|ED40|01|||||||||||||PSG-01|722E-B-PK|22/06/2021|13:30|23/06/2021|07:30||4|86140-0KQ00-00|RECEIVER ASSY  RADIO & DISPLAY|M685||2|14|7|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
15|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7250|2021062301|22/06/2021|10:11|22/06/2021|13:30|PSG|01|ED40|01|||||||||||||PSG-01|722E-B-PK|22/06/2021|13:30|23/06/2021|07:30||5|86140-0KU80-00|RECEIVER ASSY  RADIO & DISPLAY|M648||2|18|9|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
16|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7250|2021062301|22/06/2021|10:11|22/06/2021|13:30|PSG|01|ED40|01|||||||||||||PSG-01|722E-B-PK|22/06/2021|13:30|23/06/2021|07:30||6|86140-0KY20-00|RECEIVER ASSY  RADIO & DISPLAY|M649||2|8|4|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
17|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7250|2021062301|22/06/2021|10:11|22/06/2021|13:30|PSG|01|ED40|01|||||||||||||PSG-01|722E-B-PK|22/06/2021|13:30|23/06/2021|07:30||7|86140-0KY30-00|RECEIVER ASSY  RADIO & DISPLAY|M694||2|12|6|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
18|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7250|2021062301|22/06/2021|10:11|22/06/2021|13:30|PSG|01|ED40|01|||||||||||||PSG-01|722E-B-PK|22/06/2021|13:30|23/06/2021|07:30||8|89040-0K020-00|SIREN ASSY  THEFT WARNING|H682||5|80|16|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||SN1|
19|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7250|2021062301|22/06/2021|10:11|22/06/2021|13:30|PSG|01|ED40|01|||||||||||||PSG-01|722E-B-PK|22/06/2021|13:30|23/06/2021|07:30||9|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257||16|16|1|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||SN1|
20|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||1|86120-0KE90-00|RECEIVER ASSY  RADIO|M678||2|10|5|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
21|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||2|86140-0KC00-00|RECEIVER ASSY  RADIO & DISPLAY|M679||2|4|2|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
22|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||3|86140-0KQ00-00|RECEIVER ASSY  RADIO & DISPLAY|M685||2|14|7|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
23|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||4|86140-0KU80-00|RECEIVER ASSY  RADIO & DISPLAY|M648||2|16|8|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
24|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||5|86140-0KY20-00|RECEIVER ASSY  RADIO & DISPLAY|M649||2|6|3|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
25|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||6|86140-0KY30-00|RECEIVER ASSY  RADIO & DISPLAY|M694||2|12|6|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
26|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||7|86140-F0080-00|RECEIVER ASSY  RADIO & DISPLAY|M695||2|2|1|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
27|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||8|89040-0K020-00|SIREN ASSY  THEFT WARNING|H682||5|80|16|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||SN1|
28|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7251|2021062302|22/06/2021|10:11|22/06/2021|13:30|PSG|07|ED40|01|||||||||||||PSG-07|722E-B-PK|22/06/2021|13:30|23/06/2021|12:30||9|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257||16|32|2|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||SN1|
29|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||1|86120-0KE90-00|RECEIVER ASSY  RADIO|M678||2|10|5|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
30|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||2|86140-0KC00-00|RECEIVER ASSY  RADIO & DISPLAY|M679||2|4|2|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
31|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||3|86140-0KF90-00|RECEIVER ASSY  RADIO & DISPLAY|M680||2|2|1|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
32|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||4|86140-0KQ00-00|RECEIVER ASSY  RADIO & DISPLAY|M685||2|14|7|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
33|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||5|86140-0KU80-00|RECEIVER ASSY  RADIO & DISPLAY|M648||2|18|9|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
34|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||6|86140-0KY20-00|RECEIVER ASSY  RADIO & DISPLAY|M649||2|6|3|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
35|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||7|86140-0KY30-00|RECEIVER ASSY  RADIO & DISPLAY|M694||2|14|7|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||CB1|
36|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||8|89040-0K020-00|SIREN ASSY  THEFT WARNING|H682||5|75|15|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||SN1|
37|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|D1|1|1B FTTLAD1A7252|2021062303|22/06/2021|10:11|22/06/2021|13:30|PSG|13|ED40|01|||||||||||||PSG-13|722E-B-PK|22/06/2021|13:30|23/06/2021|19:30||9|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257||16|16|1|||22/06/2021|10:11|21/06/2021|14:11|21/06/2021|14:11||21/06/2021|07:30|2306|||SN1|
